statement national reference no: 922391, date: 31.08.2016, salesperiode: 01.08.2016-31.08.2016

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;When I Dream I See;Aspiro - Wimp;7 / 0,006 / 0,005;0,03
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;When I Dream I See;iTunes;3 / 0,490 / 0,392;1,18
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Dead Horse;Google Play Subscription;2 / 0,007 / 0,006;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Jennifer;Google Play Scan;1 / 0,000 / 0,000;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Jennifer;Spotify;35 / 0,003 / 0,002;0,08
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Lost Something Good;Apple Music;20 / 0,006 / 0,004;0,09
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Maybe;Apple Music;1 / 0,013 / 0,011;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Maybe;Spotify;79 / 0,003 / 0,002;0,18
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Springrainair;Spotify;49 / 0,003 / 0,002;0,11
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;The Poet;Amazon;1 / 0,540 / 0,432;0,43
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;The Poet;Deezer;3 / 0,000 / 0,000;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;76 / 0,003 / 0,002;0,18
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Water Song (feat, ITC);Google Play Scan;2 / 0,000 / 0,000;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Water Song (feat, ITC);Spotify;52 / 0,002 / 0,002;0,10
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;When I Dream I See;Apple Music;40 / 0,006 / 0,004;0,18
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;When I Dream I See;Deezer;47 / 0,004 / 0,003;0,15
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;When I Dream I See;Spotify;343 / 0,002 / 0,002;0,55
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Black-Eyed Angel;Spotify;71 / 0,003 / 0,002;0,17
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Dead Horse;Spotify;79 / 0,003 / 0,003;0,20
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Ach Bitte;Deezer;1 / 0,007 / 0,005;0,01
