statement national reference no: 924566, date: 30.06.2017, salesperiode: 01.06.2017-30.06.2017

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/domestic net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Spotify;GB;11;0,001;0,001;0,006
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;CH;2;0,003;0,002;0,005
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Spotify;US;1;0,002;0,002;0,002
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;AT;2;0,005;0,004;0,009
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Apple Music;US;3;0,007;0,006;0,018
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Apple Music;US;5;0,002;0,002;0,008
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Rhapsody / Napster;DE;2;0,008;0,006;0,012
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Spotify;AT;1;0,005;0,004;0,004
CD 06263;4250137262635;L·isa;Melodica Compilation #2;Springrainair;Spotify;NO;1;0,004;0,003;0,003
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;ES;4;0,001;0,000;0,002
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;AR;3;0,000;0,000;0,000
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;GR;5;0,002;0,001;0,007
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;US;53;0,003;0,003;0,146
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;ES;8;0,003;0,003;0,021
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Apple Music;US;4;0,007;0,006;0,023
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Deezer;DE;10;0,002;0,002;0,017
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Spotify;DE;37;0,003;0,003;0,096
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Apple Music;CH;3;0,010;0,008;0,024
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Spotify;GB;6;0,001;0,001;0,003
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;PY;1;0,001;0,001;0,001
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Spotify;NO;1;0,004;0,003;0,003
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Spotify;NL;1;0,003;0,002;0,002
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Spotify;NO;1;0,004;0,003;0,003
CD 06263;4250137262635;L·isa;Melodica Compilation #2;Springrainair;Deezer;DE;5;0,001;0,001;0,003
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;DE;47;0,006;0,005;0,236
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;US;14;0,007;0,006;0,078
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;ZA;2;0,001;0,000;0,001
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;CZ;4;0,002;0,002;0,007
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;NO;42;0,005;0,004;0,162
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Rhapsody / Napster;DE;3;0,008;0,006;0,019
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;ES;2;0,005;0,004;0,008
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;TR;1;0,001;0,001;0,001
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Spotify;NO;1;0,004;0,003;0,003
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;DK;1;0,005;0,004;0,004
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Apple Music;CH;1;0,002;0,002;0,002
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;DE;77;0,003;0,003;0,198
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Google Subscription;AU;1;0,006;0,005;0,005
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Rhapsody / Napster;DE;1;0,008;0,006;0,006
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Spotify;AT;1;0,005;0,004;0,004
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Spotify;DE;30;0,003;0,003;0,082
CD 06263;4250137262635;L·isa;Melodica Compilation #2;Springrainair;Spotify;US;1;0,006;0,005;0,005
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;GB;3;0,007;0,006;0,017
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;AU;1;0,005;0,004;0,004
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;ID;1;0,002;0,002;0,002
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Apple Music;AT;1;0,002;0,001;0,001
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Apple Music;AU;1;0,024;0,019;0,019
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;GB;10;0,001;0,001;0,005
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Google Subscription;US;1;0,005;0,004;0,004
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Google Subscription;DE;3;0,005;0,004;0,013
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Spotify;ES;9;0,003;0,002;0,022
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Apple Music;US;1;0,007;0,005;0,005
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Spotify;NL;1;0,004;0,003;0,003
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;SG;1;0,004;0,003;0,003
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Apple Music;AT;4;0,002;0,001;0,005
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Spotify;US;1;0,002;0,002;0,002
CD 06263;4250137262635;L·isa;Melodica Compilation #2;Springrainair;Spotify;CH;3;0,000;0,000;0,001
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;FR;2;0,004;0,003;0,007
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;AT;10;0,004;0,003;0,033
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Google Subscription;US;1;0,005;0,004;0,004
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;DK;12;0,003;0,003;0,033
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;PE;2;0,002;0,002;0,004
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;CA;7;0,004;0,003;0,022
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;IT;1;0,002;0,002;0,002
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Apple Music;CH;1;0,002;0,002;0,002
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Spotify;US;3;0,005;0,004;0,011
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;GB;10;0,002;0,002;0,015
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Apple Music;US;1;0,007;0,005;0,005
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;GB;12;0,001;0,001;0,011
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Spotify;CL;1;0,001;0,001;0,001
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Spotify;AU;1;0,004;0,003;0,003
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Spotify;DE;31;0,003;0,003;0,078
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Spotify;GB;9;0,001;0,001;0,005
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;AU;2;0,004;0,003;0,007
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;IT;3;0,006;0,005;0,014
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;BO;1;0,001;0,001;0,001
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;IT;26;0,002;0,002;0,052
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Apple Music;DE;6;0,004;0,003;0,021
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Deezer;DE;3;0,001;0,001;0,002
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;NL;2;0,005;0,004;0,007
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Spotify;CH;1;0,000;0,000;0,000
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Rhapsody / Napster;DE;2;0,008;0,006;0,012
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Spotify;IT;1;0,002;0,002;0,002
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Google Subscription;AU;1;0,006;0,005;0,005
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Spotify;PY;1;0,001;0,001;0,001
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Apple Music;AT;2;0,002;0,001;0,002
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Apple Music;US;1;0,009;0,007;0,007
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Apple Music;ZA;1;0,004;0,003;0,003
CD 06263;4250137262635;L·isa;Melodica Compilation #2;Springrainair;Spotify;ES;5;0,004;0,003;0,015
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;ID;1;0,005;0,004;0,004
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;CH;7;0,010;0,008;0,057
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;iTunes;US;1;0,470;0,376;0,376
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;FI;4;0,004;0,003;0,012
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;PT;2;0,002;0,001;0,003
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;CL;1;0,001;0,001;0,001
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;NO;1;0,004;0,003;0,003
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Apple Music;DK;1;0,012;0,010;0,010
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Deezer;DE;5;0,001;0,001;0,003
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;NL;2;0,004;0,003;0,006
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Spotify;AT;1;0,005;0,004;0,004
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;MX;2;0,002;0,002;0,003
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Spotify;ES;2;0,005;0,004;0,008
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Spotify;DE;36;0,003;0,003;0,096
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Spotify;GB;8;0,001;0,001;0,004
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Spotify;NO;1;0,004;0,003;0,003
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;CA;11;0,005;0,004;0,043
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;NZ;1;0,007;0,006;0,006
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;PL;1;0,001;0,001;0,001
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;CA;19;0,003;0,002;0,046
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;LU;3;0,000;0,000;0,000
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Apple Music;ZA;1;0,004;0,003;0,003
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;AT;1;0,005;0,004;0,004
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;PL;21;0,000;0,000;0,002
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Spotify;ES;6;0,004;0,003;0,017
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;BE;1;0,006;0,005;0,005
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Spotify;NO;1;0,004;0,003;0,003
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Rhapsody / Napster;DE;2;0,008;0,006;0,012
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Apple Music;DE;1;0,003;0,002;0,002
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Apple Music;DE;4;0,004;0,003;0,014
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Google Subscription;PL;1;0,003;0,002;0,002
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Rhapsody / Napster;DE;2;0,008;0,006;0,012
CD 06263;4250137262635;L·isa;Melodica Compilation #2;Springrainair;Spotify;IT;2;0,002;0,002;0,004
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;DK;8;0,009;0,007;0,057
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Rhapsody / Napster;FR;2;0,008;0,006;0,012
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;GB;36;0,003;0,003;0,096
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;SK;6;0,003;0,002;0,015
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;DK;5;0,004;0,003;0,015
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Apple Music;DE;9;0,005;0,004;0,034
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Deezer;BE;1;0,001;0,001;0,001
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Spotify;AT;2;0,003;0,002;0,004
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;US;3;0,003;0,002;0,007
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Spotify;ES;2;0,005;0,004;0,008
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;NO;3;0,004;0,003;0,009
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Spotify;IT;1;0,002;0,002;0,002
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Spotify;GB;11;0,001;0,001;0,006
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Spotify;NL;13;0,003;0,003;0,034
CD 06263;4250137262635;L·isa;Melodica Compilation #2;Springrainair;Apple Music;US;1;0,007;0,005;0,005
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;CL;1;0,001;0,001;0,001
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;RU;6;0,003;0,002;0,013
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;SE;8;0,015;0,012;0,097
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;CR;2;0,003;0,003;0,005
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;NL;153;0,005;0,004;0,573
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Google Subscription;PL;3;0,003;0,002;0,006
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;DE;25;0,003;0,002;0,061
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;SG;1;0,004;0,003;0,003
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Spotify;IT;4;0,002;0,002;0,008
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;DE;251;0,003;0,002;0,519
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Apple Music;AT;1;0,002;0,001;0,001
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;CH;10;0,007;0,005;0,053
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Deezer;DE;5;0,002;0,001;0,007
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Deezer;DE;5;0,001;0,001;0,003
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Rhapsody / Napster;US;1;0,008;0,006;0,006
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Spotify;BO;1;0,001;0,001;0,001
CD 06263;4250137262635;L·isa;Melodica Compilation #2;Springrainair;Spotify;PH;1;0,001;0,001;0,001
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;FR;11;0,005;0,004;0,041
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;AT;90;0,002;0,002;0,154
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;HU;6;0,001;0,001;0,006
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Apple Music;AT;2;0,002;0,001;0,002
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;FI;2;0,002;0,002;0,003
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Deezer;DE;5;0,001;0,001;0,003
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Deezer;NL;1;0,008;0,006;0,006
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Spotify;DK;1;0,004;0,003;0,003
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Apple Music;DE;7;0,004;0,003;0,022
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Spotify;IT;4;0,002;0,002;0,008
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;SE;1;0,006;0,004;0,004
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Spotify;US;2;0,004;0,003;0,007
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Spotify;NO;2;0,005;0,004;0,008
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Spotify;US;1;0,006;0,005;0,005
CD 06263;4250137262635;L·isa;Melodica Compilation #2;Springrainair;Spotify;AT;1;0,005;0,004;0,004
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;ES;1;0,002;0,002;0,002
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;ZA;3;0,004;0,004;0,011
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Google Subscription;CH;19;0,009;0,007;0,131
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;DE;587;0,002;0,002;1,044
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;NZ;3;0,004;0,003;0,010
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;AT;2;0,005;0,004;0,009
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;GB;9;0,001;0,001;0,005
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;US;3;0,004;0,004;0,011
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Spotify;SE;38;0,004;0,003;0,124
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;ES;9;0,003;0,003;0,024
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Apple Music;DE;1;0,003;0,002;0,002
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;ES;8;0,003;0,002;0,020
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Spotify;AT;2;0,005;0,004;0,009
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Spotify;AT;5;0,002;0,002;0,009
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Spotify;CH;1;0,007;0,006;0,006
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Spotify;ES;3;0,004;0,003;0,010
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;AT;12;0,008;0,006;0,077
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;IE;1;0,008;0,007;0,007
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;BE;5;0,006;0,005;0,023
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;IE;18;0,003;0,002;0,042
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Apple Music;CH;3;0,014;0,011;0,033
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Apple Music;DE;1;0,003;0,002;0,002
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;IT;5;0,002;0,002;0,010
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Spotify;AT;1;0,005;0,004;0,004
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Google Subscription;PL;1;0,003;0,002;0,002
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Spotify;GB;9;0,001;0,001;0,005
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Deezer;DE;9;0,001;0,001;0,011
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Spotify;NO;1;0,004;0,003;0,003
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;US;4;0,004;0,004;0,014
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Apple Music;DE;4;0,004;0,003;0,014
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Apple Music;DE;3;0,004;0,003;0,009
CD 06263;4250137262635;L·isa;Melodica Compilation #2;Springrainair;Spotify;DE;36;0,003;0,003;0,092
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;GB;8;0,012;0,010;0,078
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;BR;3;0,002;0,002;0,006
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Guvera;ID;1;0,000;0,000;0,000
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;ES;19;0,003;0,002;0,043
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;PL;1;0,002;0,002;0,002
CD 06263;4250137262635;Halla Nor=fjör=;Melodica Compilation #2;Maybe;Spotify;CH;1;0,000;0,000;0,000
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;NL;1;0,003;0,002;0,002
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Apple Music;DE;16;0,006;0,005;0,073
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Apple Music;DE;4;0,004;0,003;0,014
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;IT;5;0,002;0,002;0,010
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Deezer;DE;3;0,001;0,001;0,002
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;IT;6;0,002;0,002;0,012
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Spotify;DE;26;0,002;0,002;0,049
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Spotify;CH;1;0,000;0,000;0,000
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Spotify;ES;7;0,003;0,003;0,018
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Spotify;IT;3;0,002;0,002;0,006
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;BR;1;0,009;0,007;0,007
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;IN;1;0,003;0,002;0,002
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;NL;3;0,003;0,002;0,007
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;BR;5;0,001;0,001;0,005
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;LI;1;0,009;0,007;0,007
