statement national reference no: 918524, date: 28.02.2015, salesperiode: 01.02.2015-28.02.2015

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;Napster;55 / 0,006 / 0,005;0,28
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;simfy;1 / 0,019 / 0,015;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;Spotify;36 / 0,005 / 0,004;0,13
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;Napster;62 / 0,006 / 0,005;0,32
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;simfy;1 / 0,019 / 0,015;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Walking Song;Spotify;36 / 0,004 / 0,003;0,12
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;simfy;1 / 0,019 / 0,015;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Napster;70 / 0,006 / 0,005;0,36
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;simfy;1 / 0,019 / 0,015;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Napster;66 / 0,006 / 0,005;0,34
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;simfy;1 / 0,019 / 0,015;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Spotify;311 / 0,003 / 0,002;0,64
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Xbox Music;14 / 0,002 / 0,001;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;Here Comes The Wind;Spotify;49 / 0,004 / 0,003;0,16
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;Deezer;6 / 0,014 / 0,012;0,07
CD 06261;OWLS OF THE SWAMP  ;Go With River;Stones and Bones;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;YouTube;150 / 0,000 / 0,000;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;When I Dream I see;Spotify;1 / 0,004 / 0,003;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Water Song;Spotify;1 / 0,004 / 0,003;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Trapped Fox  (Live at Melodica Berlin Nov,2010);Spotify;1 / 0,004 / 0,003;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;The Poet;Spotify;1 / 0,004 / 0,003;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Start Something;Spotify;18 / 0,004 / 0,003;0,06
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Dead Horse;Spotify;2 / 0,004 / 0,003;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Springrainair;Spotify;2 / 0,004 / 0,003;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Seldom Seen Sister;Spotify;3 / 0,003 / 0,002;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Maybe;Spotify;1 / 0,004 / 0,003;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Jennifer;Xbox Music;2 / 0,002 / 0,001;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Lost Something Good;Spotify;18 / 0,007 / 0,005;0,10
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Jennifer;Spotify;1 / 0,004 / 0,003;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Black-eyed Angel;Spotify;3 / 0,003 / 0,002;0,01
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Dead Horse;amazon cloud;1 / 0,001 / 0,001;0,00
CD 06263;VARIOUS ARTISTS;Melodica Compilation #2;Last Dropout Of Beauty School;Spotify;1 / 0,004 / 0,003;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Kaffeehaussong;simfy;2 / 0,019 / 0,015;0,03
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Sicherhalt;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Kaffeehaussong;Napster;4 / 0,006 / 0,005;0,02
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Kaffeehaussong;amazon cloud;5 / 0,000 / 0,000;0,00
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Im Ring;Spotify;14 / 0,003 / 0,003;0,04
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Im Ring;simfy;2 / 0,019 / 0,015;0,03
CD 06264;SCHRADER, MEIKE;Das Grün In Deinen Augen;Im Ring;Napster;5 / 0,007 / 0,005;0,03
