statement national reference no: 918948, date: 30.04.2015, salesperiode: 01.04.2015-30.04.2015

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06261;OWLS OF THE SWAMP  ;Go With River;By The Riverside;Spotify;23 / 0,004 / 0,003;0,08
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;Napster;1 / 0,008 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Tricks And Turns;simfy;1 / 0,019 / 0,015;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;43;Napster;4 / 0,008 / 0,006;0,02
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Spotify;165 / 0,003 / 0,003;0,43
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;simfy;1 / 0,019 / 0,015;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Praying Mantis;Spotify;18 / 0,004 / 0,003;0,06
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Google Play;14 / 0,006 / 0,005;0,07
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;Napster;2 / 0,008 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Pyramid;simfy;2 / 0,019 / 0,015;0,03
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;Google Play;1 / 0,013 / 0,011;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;Napster;1 / 0,008 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;simfy;1 / 0,019 / 0,015;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;Skywaters;Spotify;33 / 0,004 / 0,003;0,10
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Deezer;5 / 0,004 / 0,003;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Google Play;23 / 0,013 / 0,010;0,23
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;Napster;1 / 0,008 / 0,006;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;simfy;1 / 0,019 / 0,015;0,01
CD 06261;OWLS OF THE SWAMP  ;Go With River;So Far Away;YouTube;51 / 0,000 / 0,000;0,00
