statement national reference no: 925223, date: 30.09.2017, salesperiode: 01.09.2017-30.09.2017

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/domestic net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;DE;1;0,004;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;US;2;0,003;0,003;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;DE;3;0,001;0,001;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Apple Music;RU;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;GB;1;0,006;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;GB;5;0,006;0,005;0,023
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Spotify;DE;10;0,001;0,001;0,011
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;CZ;7;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;CL;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;PL;2;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;NL;3;0,003;0,002;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;DE;4;0,003;0,002;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;GB;2;0,006;0,005;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;BR;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;TW;2;0,002;0,002;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;BR;8;0,001;0,001;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;TR;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Google Subscription;AU;1;0,007;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;NL;2;0,004;0,004;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;AR;2;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;JP;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;BR;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;US;2;0,004;0,004;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Google Subscription;AU;1;0,007;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;GB;1;0,006;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;NL;2;0,004;0,004;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;IE;2;0,005;0,004;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Spotify;IS;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;ES;6;0,002;0,001;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;TW;2;0,002;0,002;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;DE;10;0,003;0,003;0,027
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;TR;3;0,001;0,001;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Apple Music;DE;67;0,006;0,005;0,309
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;GB;3;0,005;0,004;0,011
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;US;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;CL;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Apple Music;DE;64;0,006;0,005;0,296
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;CZ;2;0,001;0,001;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;US;7;0,004;0,003;0,021
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;KKBOX;TW;2;0,003;0,002;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;AU;6;0,004;0,003;0,017
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;MY;1;0,002;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;CL;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Google Subscription;US;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;PL;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;DE;4;0,003;0,002;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Google Subscription;GB;2;0,008;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;MY;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Spotify;SE;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;FR;2;0,004;0,003;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Apple Music;DE;65;0,006;0,005;0,298
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;FI;3;0,002;0,002;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;US;19;0,003;0,002;0,046
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Google Subscription;GB;3;0,008;0,006;0,018
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;NL;2;0,004;0,004;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Google Subscription;AU;1;0,007;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;GB;3;0,005;0,004;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;ES;5;0,004;0,003;0,015
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Google Subscription;GB;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;AU;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;BR;3;0,001;0,001;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;NO;2;0,003;0,003;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;FR;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Google Subscription;GB;3;0,008;0,006;0,018
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;CL;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Apple Music;DE;64;0,006;0,005;0,296
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;IS;1;0,003;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;AR;2;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;NO;3;0,004;0,003;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Apple Music;ES;1;0,007;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;HK;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Deezer;GB;2;0,005;0,004;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;GB;12;0,005;0,004;0,043
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Google Subscription;GB;4;0,008;0,006;0,024
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;AU;4;0,005;0,004;0,015
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;SE;2;0,005;0,004;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Apple Music;DE;65;0,006;0,005;0,300
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;FR;2;0,002;0,002;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;FR;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Spotify;AU;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;CL;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;CH;1;0,003;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;PE;1;0,002;0,002;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;IS;2;0,005;0,004;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;CL;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;FR;2;0,002;0,002;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;SG;1;0,003;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;BE;2;0,005;0,004;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;SG;1;0,003;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Deezer;SA;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;IT;2;0,001;0,001;0,002
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;NL;2;0,007;0,005;0,011
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;CH;12;0,005;0,004;0,048
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Apple Music;CA;1;0,005;0,004;0,004
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;IE;1;0,003;0,002;0,002
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Spotify;US;1;0,004;0,004;0,004
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;Spotify;DE;23;0,002;0,001;0,032
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Google Subscription;US;5;0,005;0,004;0,020
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;GB;3;0,005;0,004;0,011
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Spotify;DE;11;0,002;0,002;0,017
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;DE;33;0,002;0,002;0,065
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Apple Music;DE;7;0,008;0,006;0,044
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;Rhapsody / Napster;DE;2;0,007;0,006;0,012
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;DE;28;0,007;0,006;0,159
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Rhapsody / Napster;FR;3;0,007;0,006;0,017
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;NL;16;0,004;0,003;0,047
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Rhapsody / Napster;US;1;0,007;0,006;0,006
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;iTunes;US;1;0,450;0,360;0,360
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Spotify;ES;1;0,004;0,003;0,003
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Deezer;DE;5;0,004;0,003;0,014
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Spotify;TW;1;0,002;0,002;0,002
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Deezer;DE;4;0,004;0,003;0,012
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Rhapsody / Napster;DE;4;0,007;0,006;0,023
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Spotify;GB;1;0,002;0,002;0,002
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;Spotify;NL;2;0,004;0,004;0,007
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;BE;6;0,004;0,003;0,019
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;SE;2;0,000;0,000;0,000
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;CZ;2;0,001;0,001;0,001
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Apple Music;DE;3;0,008;0,007;0,020
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;NL;2;0,004;0,004;0,007
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;Apple Music;AT;2;0,002;0,001;0,003
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Apple Music;CH;1;0,013;0,010;0,010
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;Spotify;GB;13;0,002;0,001;0,017
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;NL;3;0,005;0,004;0,011
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Apple Music;AT;4;0,002;0,001;0,006
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;MX;1;0,001;0,001;0,001
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Rhapsody / Napster;DE;5;0,007;0,006;0,029
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;Spotify;AT;1;0,002;0,002;0,002
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;IN;3;0,002;0,002;0,006
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;AR;2;0,001;0,001;0,002
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;NZ;4;0,003;0,003;0,011
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;AU;11;0,005;0,004;0,041
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Rhapsody / Napster;US;1;0,007;0,006;0,006
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;Spotify;AU;1;0,002;0,002;0,002
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Spotify;NL;2;0,004;0,004;0,007
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Rhapsody / Napster;US;2;0,007;0,006;0,012
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Apple Music;DE;6;0,007;0,006;0,036
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Google Subscription;AU;1;0,007;0,005;0,005
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Spotify;DE;19;0,002;0,002;0,033
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Spotify;BR;4;0,000;0,000;0,000
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;Apple Music;CH;2;0,013;0,010;0,020
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Amazon Music Unlimited;DE;1;0,012;0,009;0,009
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;CH;7;0,006;0,005;0,034
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;VN;3;0,002;0,001;0,004
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;ES;3;0,002;0,001;0,004
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Apple Music;US;2;0,006;0,005;0,009
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;US;11;0,004;0,003;0,032
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;Apple Music;DE;5;0,008;0,007;0,033
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Apple Music;ZA;1;0,005;0,004;0,004
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;Spotify;PL;5;0,002;0,002;0,008
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Spotify;AU;2;0,005;0,004;0,007
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Apple Music;AT;3;0,002;0,001;0,004
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Apple Music;CH;1;0,013;0,010;0,010
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;US;3;0,003;0,002;0,006
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Spotify;AR;1;0,003;0,002;0,002
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;Spotify;CA;1;0,003;0,003;0,003
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;NZ;1;0,010;0,008;0,008
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;DK;5;0,011;0,009;0,043
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;BE;1;0,005;0,004;0,004
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;PT;2;0,003;0,002;0,005
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;ES;1;0,004;0,003;0,003
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Spotify;DE;11;0,002;0,002;0,021
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;Spotify;CA;7;0,003;0,003;0,018
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Apple Music;CH;1;0,013;0,010;0,010
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;CH;1;0,006;0,005;0,005
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Rhapsody / Napster;DE;1;0,007;0,006;0,006
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Rhapsody / Napster;US;3;0,007;0,006;0,017
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Spotify;NL;7;0,005;0,004;0,025
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Spotify;IS;2;0,006;0,004;0,009
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;Apple Music;US;2;0,006;0,005;0,009
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;AU;1;0,006;0,005;0,005
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Google Subscription;CH;3;0,008;0,007;0,020
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;GR;1;0,002;0,001;0,001
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Deezer;DE;1;0,001;0,001;0,001
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Apple Music;DE;4;0,008;0,006;0,024
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;Deezer;DE;3;0,004;0,003;0,009
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Rhapsody / Napster;DE;4;0,007;0,006;0,023
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;Spotify;US;2;0,003;0,003;0,005
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Spotify;DE;6;0,002;0,002;0,011
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Apple Music;DE;7;0,008;0,007;0,046
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Apple Music;US;1;0,006;0,005;0,005
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Apple Music;US;1;0,006;0,005;0,005
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Spotify;CL;1;0,001;0,001;0,001
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;Spotify;DE;24;0,002;0,001;0,035
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;US;6;0,004;0,004;0,021
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;IT;1;0,004;0,003;0,003
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;CA;3;0,003;0,003;0,008
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;US;17;0,004;0,003;0,048
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;GB;7;0,002;0,002;0,013
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Spotify;SE;59;0,003;0,003;0,162
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;Spotify;CL;2;0,001;0,001;0,002
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Deezer;DE;3;0,001;0,001;0,002
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Spotify;FR;1;0,002;0,002;0,002
CD 06263;4250137262635;Phia;Melodica Compilation #2;Jennifer;Spotify;AT;6;0,002;0,002;0,010
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Spotify;CH;2;0,006;0,005;0,010
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Spotify;US;9;0,002;0,002;0,014
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;Deezer;FR;1;0,006;0,005;0,005
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Apple Music;CH;17;0,009;0,007;0,123
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Rhapsody / Napster;DE;19;0,007;0,006;0,110
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;IT;10;0,000;0,000;0,003
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Google Subscription;CA;1;0,003;0,003;0,003
CD 06263;4250137262635;Njord;Melodica Compilation #2;Seldom Seen Sister;Google Subscription;SE;1;0,008;0,007;0,007
CD 06263;4250137262635;Halla Norðfjörð;Melodica Compilation #2;Maybe;Rhapsody / Napster;DE;5;0,007;0,006;0,029
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Spotify;DE;11;0,002;0,002;0,017
CD 06263;4250137262635;Hello Piedpiper;Melodica Compilation #2;The Poet;Apple Music;DE;7;0,008;0,007;0,046
CD 06263;4250137262635;Owls Of The Swamp;Melodica Compilation #2;Water Song (feat, ITC);Spotify;TR;1;0,000;0,000;0,000
CD 06263;4250137262635;Il Tempo Gigante;Melodica Compilation #2;Lost Something Good;Apple Music;ZA;7;0,005;0,004;0,027
CD 06263;4250137262635;Town Of Saints;Melodica Compilation #2;Start Something;Rhapsody / Napster;DE;5;0,007;0,006;0,029
CD 06263;4250137262635;Jona Byron;Melodica Compilation #2;Dead Horse;Google Play Scan;GB;1;0,000;0,000;0,000
CD 06263;4250137262635;L,F, Singer;Melodica Compilation #2;Last Dropout of Beauty School;Spotify;ES;1;0,004;0,003;0,003
CD 06263;4250137262635;Lâˆ™isa;Melodica Compilation #2;Springrainair;Spotify;GB;10;0,004;0,003;0,034
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;AT;5;0,006;0,005;0,023
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Deezer;PH;1;0,001;0,001;0,001
CD 06263;4250137262635;Mighty Oaks;Melodica Compilation #2;When I Dream I See;Spotify;CL;3;0,001;0,001;0,003
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Apple Music;CH;1;0,013;0,010;0,010
CD 06263;4250137262635;Mijo Biscan;Melodica Compilation #2;Trapped Fox (Live at Melodica Berlin 2010);Spotify;IS;2;0,005;0,004;0,007
CD 06263;4250137262635;Our Blanket Skies;Melodica Compilation #2;Black-Eyed Angel;Apple Music;AT;1;0,002;0,001;0,001
