statement national reference no: 924783, date: 31.07.2017, salesperiode: 01.07.2017-31.07.2017

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/domestic net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06277;4250137262772;Phia;The Ocean Of Everything;Heartstrings;Spotify;GB;47;0,005;0,004;0,189
CD 06277;4250137262772;Phia;The Ocean Of Everything;Heartstrings;Spotify;US;21;0,002;0,002;0,033
CD 06277;4250137262772;Phia;The Ocean Of Everything;If Not You;Amazon Music Unlimited;DE;1;0,011;0,008;0,008
CD 06277;4250137262772;Phia;The Ocean Of Everything;Open / Closed;Spotify;AT;351;0,003;0,002;0,776
CD 06277;4250137262772;Phia;The Ocean Of Everything;Open / Closed;Spotify;EE;5;0,003;0,003;0,013
CD 06277;4250137262772;Phia;The Ocean Of Everything;Open / Closed;Spotify;TR;9;0,002;0,001;0,012
CD 06277;4250137262772;Phia;The Ocean Of Everything;Revisionist;Spotify;CA;1;0,004;0,003;0,003
CD 06277;4250137262772;Phia;The Ocean Of Everything;Begin Again;Deezer;FR;1;0,006;0,005;0,005
CD 06277;4250137262772;Phia;The Ocean Of Everything;So Far, so Close;Spotify;DE;55;0,002;0,002;0,098
CD 06277;4250137262772;Phia;The Ocean Of Everything;Chemistry;Spotify;AT;2;0,002;0,002;0,003
CD 06277;4250137262772;Phia;The Ocean Of Everything;Do You Ever?;Spotify;AT;3;0,002;0,002;0,005
CD 06277;4250137262772;Phia;The Ocean Of Everything;End of the Day;Spotify;DE;27;0,002;0,002;0,052
CD 06277;4250137262772;Phia;The Ocean Of Everything;Heartstrings;Spotify;CA;4;0,004;0,003;0,012
CD 06277;4250137262772;Phia;The Ocean Of Everything;Heartstrings;Spotify;PH;3;0,001;0,000;0,001
CD 06277;4250137262772;Phia;The Ocean Of Everything;I More Than Rather Like You;Spotify;BR;1;0,002;0,001;0,001
CD 06277;4250137262772;Phia;The Ocean Of Everything;If Not You;Spotify;NL;3;0,003;0,002;0,006
CD 06277;4250137262772;Phia;The Ocean Of Everything;Open / Closed;Spotify;NL;49;0,003;0,002;0,098
CD 06277;4250137262772;Phia;The Ocean Of Everything;Red Bicycles;Spotify;GB;1;0,006;0,005;0,005
CD 06277;4250137262772;Phia;The Ocean Of Everything;So Far, so Close;Deezer;DE;3;0,004;0,003;0,009
CD 06277;4250137262772;Phia;The Ocean Of Everything;Begin Again;Spotify;MX;1;0,000;0,000;0,000
CD 06277;4250137262772;Phia;The Ocean Of Everything;Do You Ever?;8tracks;CA;31;0,000;0,000;0,004
CD 06277;4250137262772;Phia;The Ocean Of Everything;Do You Ever?;Spotify;NL;3;0,004;0,003;0,009
CD 06277;4250137262772;Phia;The Ocean Of Everything;Heartstrings;iTunes;DE;1;0,600;0,480;0,480
CD 06277;4250137262772;Phia;The Ocean Of Everything;Heartstrings;Spotify;HU;2;0,002;0,002;0,003
CD 06277;4250137262772;Phia;The Ocean Of Everything; ;Amazon;DE;1;4,950;3,960;3,960
CD 06277;4250137262772;Phia;The Ocean Of Everything;If Not You;iTunes;DE;1;0,600;0,480;0,480
CD 06277;4250137262772;Phia;The Ocean Of Everything;Open / Closed;Spotify;BR;8;0,002;0,002;0,013
CD 06277;4250137262772;Phia;The Ocean Of Everything;Open / Closed;Spotify;FR;21;0,003;0,003;0,058
CD 06277;4250137262772;Phia;The Ocean Of Everything;Open / Closed;TIDAL;DE;1;0,011;0,008;0,008
CD 06277;4250137262772;Phia;The Ocean Of Everything;Revisionist;Spotify;GB;2;0,006;0,005;0,010
CD 06277;4250137262772;Phia;The Ocean Of Everything;Begin Again;Spotify;AT;2;0,002;0,002;0,003
CD 06277;4250137262772;Phia;The Ocean Of Everything;So Far, so Close;Spotify;FR;3;0,003;0,003;0,008
CD 06277;4250137262772;Phia;The Ocean Of Everything;Chemistry;Spotify;CA;1;0,004;0,003;0,003
CD 06277;4250137262772;Phia;The Ocean Of Everything;Do You Ever?;Spotify;BR;1;0,002;0,001;0,001
CD 06277;4250137262772;Phia;The Ocean Of Everything;End of the Day;Spotify;NL;3;0,004;0,003;0,009
CD 06277;4250137262772;Phia;The Ocean Of Everything;Heartstrings;Spotify;DE;248;0,003;0,002;0,566
CD 06277;4250137262772;Phia;The Ocean Of Everything;Heartstrings;Spotify;PT;1;0,000;0,000;0,000
CD 06277;4250137262772;Phia;The Ocean Of Everything;I More Than Rather Like You;Spotify;CH;1;0,000;0,000;0,000
CD 06277;4250137262772;Phia;The Ocean Of Everything;Open / Closed;Amazon Music Unlimited;DE;1;0,011;0,008;0,008
CD 06277;4250137262772;Phia;The Ocean Of Everything;Open / Closed;Spotify;PH;1;0,001;0,001;0,001
CD 06277;4250137262772;Phia;The Ocean Of Everything;Red Bicycles;Xbox Music;GB;1;0,018;0,015;0,015
CD 06277;4250137262772;Phia;The Ocean Of Everything;So Far, so Close;Google Subscription;US;259;0,005;0,004;1,115
CD 06277;4250137262772;Phia;The Ocean Of Everything;Begin Again;Spotify;US;12;0,004;0,003;0,040
CD 06277;4250137262772;Phia;The Ocean Of Everything;Do You Ever?;Amazon Music Unlimited;DE;1;0,011;0,008;0,008
CD 06277;4250137262772;Phia;The Ocean Of Everything;Do You Ever?;Spotify;US;4;0,002;0,002;0,007
CD 06277;4250137262772;Phia;The Ocean Of Everything;Heartstrings;Spotify;AR;1;0,001;0,001;0,001
CD 06277;4250137262772;Phia;The Ocean Of Everything;Heartstrings;Spotify;IS;1;0,000;0,000;0,000
CD 06277;4250137262772;Phia;The Ocean Of Everything;I More Than Rather Like You;Apple Music;DE;1;0,006;0,005;0,005
CD 06277;4250137262772;Phia;The Ocean Of Everything;If Not You;Spotify;BR;1;0,002;0,001;0,001
CD 06277;4250137262772;Phia;The Ocean Of Everything;Open / Closed;Spotify;CH;176;0,005;0,004;0,715
CD 06277;4250137262772;Phia;The Ocean Of Everything;Open / Closed;Spotify;HU;12;0,001;0,001;0,010
CD 06277;4250137262772;Phia;The Ocean Of Everything;Red Bicycles;Apple Music;US;1;0,008;0,007;0,007
CD 06277;4250137262772;Phia;The Ocean Of Everything;Revisionist;Xbox Music;GB;1;0,018;0,015;0,015
CD 06277;4250137262772;Phia;The Ocean Of Everything;Begin Again;Spotify;CA;11;0,003;0,003;0,031
CD 06277;4250137262772;Phia;The Ocean Of Everything;So Far, so Close;Spotify;IT;1;0,003;0,002;0,002
CD 06277;4250137262772;Phia;The Ocean Of Everything;Chemistry;Spotify;DE;28;0,002;0,002;0,047
CD 06277;4250137262772;Phia;The Ocean Of Everything;Do You Ever?;Spotify;CH;1;0,000;0,000;0,000
CD 06277;4250137262772;Phia;The Ocean Of Everything;Heartstrings;Amazon Music Unlimited;DE;1;0,011;0,008;0,008
CD 06277;4250137262772;Phia;The Ocean Of Everything;Heartstrings;Spotify;ES;6;0,002;0,002;0,010
CD 06277;4250137262772;Phia;The Ocean Of Everything;Heartstrings;Spotify;SK;2;0,001;0,001;0,002
CD 06277;4250137262772;Phia;The Ocean Of Everything;I More Than Rather Like You;Spotify;ES;1;0,004;0,004;0,004
CD 06277;4250137262772;Phia;The Ocean Of Everything;Open / Closed;Apple Music;SG;1;0,006;0,005;0,005
CD 06278;4250137262789;Cinema Cinema;Man Bites Dog;Digital Clockwork Orange;Amazon Music Unlimited;US;2;0,007;0,006;0,012
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Pneumonia´15;Deezer;DE;1;0,006;0,005;0,005
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Three´15;Amazon Prime Music;DE;1;0,003;0,002;0,002
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Pneumonia´15;Spotify;FI;1;0,000;0,000;0,000
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Three´15;Spotify;GB;1;0,006;0,005;0,005
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Shingle (9-Volt Remix);Spotify;DE;1;0,005;0,004;0,004
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Patch of Blue (9-Volt Remix);Deezer;DE;1;0,006;0,005;0,005
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Shingle (9-Volt Remix);YouTube;DE;66;0,000;0,000;0,000
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Patch of Blue (9-Volt Remix);Spotify;GB;1;0,006;0,005;0,005
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Three´15;Amazon Prime Music;AT;1;0,003;0,002;0,002
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Pneumonia´15;Spotify;DE;4;0,002;0,002;0,007
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Three´15;Spotify;DE;5;0,002;0,001;0,007
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Pneumonia´15;Spotify;GB;1;0,006;0,005;0,005
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Shingle (9-Volt Remix);Spotify;GB;1;0,006;0,005;0,005
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Patch of Blue (9-Volt Remix);Spotify;DE;3;0,002;0,002;0,005
CD 09021;4250137290218;Frogbelly And Symphony & 9-Volt Haunted House;Can I Dress Like You?;Shingle (9-Volt Remix);YouTube;GB;44;0,000;0,000;0,007
CD 09022;4250137290225;Lonesome Station;Current Space;Lost Train;Deezer;CH;1;0,010;0,008;0,008
CD 09022;4250137290225;Lonesome Station;Current Space;Lost Train;Spotify;CH;5;0,004;0,003;0,015
CD 09022;4250137290225;Lonesome Station;Current Space;Own Trail;Spotify;CH;1;0,003;0,002;0,002
CD 09022;4250137290225;Lonesome Station;Current Space;Hide;Deezer;CH;1;0,010;0,008;0,008
CD 09022;4250137290225;Lonesome Station;Current Space;Hide;Spotify;DE;1;0,005;0,004;0,004
CD 09022;4250137290225;Lonesome Station;Current Space;Lost Train;Spotify;AU;1;0,002;0,002;0,002
CD 09022;4250137290225;Lonesome Station;Current Space;Own Trail;Deezer;CH;1;0,010;0,008;0,008
CD 09022;4250137290225;Lonesome Station;Current Space;Current Space;Deezer;CH;1;0,010;0,008;0,008
CD 09022;4250137290225;Lonesome Station;Current Space;Own Trail;Spotify;DE;1;0,005;0,004;0,004
CD 09022;4250137290225;Lonesome Station;Current Space;Hide;Spotify;CH;1;0,003;0,002;0,002
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Countdown to Zero;Google Subscription;GB;6;0,008;0,006;0,037
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;YouTube;GB;146;0,000;0,000;0,003
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Price We Pay;Apple Music;GB;4;0,006;0,005;0,020
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Spotify;BE;2;0,003;0,002;0,005
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;Apple Music;GB;5;0,008;0,007;0,034
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Never Stop;TIDAL;GB;2;0,017;0,013;0,027
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;This Life;Spotify;BE;1;0,003;0,002;0,002
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Countdown to Zero;Spotify;GB;34;0,004;0,003;0,107
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Never Stop;Apple Music;GB;5;0,008;0,006;0,032
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Price We Pay;Spotify;BE;1;0,003;0,002;0,002
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Spotify;GB;105;0,004;0,003;0,295
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;Spotify;BE;3;0,003;0,002;0,007
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Pennies and Pounds;Deezer;GB;2;0,008;0,006;0,013
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;This Life;Spotify;GB;43;0,004;0,004;0,151
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Lost Along the Way;Apple Music;GB;5;0,009;0,007;0,036
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Never Stop;Google Subscription;GB;6;0,008;0,006;0,037
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Price We Pay;Spotify;GB;46;0,004;0,003;0,151
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;TIDAL;GB;2;0,017;0,013;0,027
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;Spotify;ES;2;0,003;0,003;0,005
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Pennies and Pounds;Spotify;BE;2;0,003;0,002;0,005
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Apple Music;GB;8;0,007;0,006;0,045
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Lost Along the Way;Spotify;BE;1;0,003;0,002;0,002
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Never Stop;Spotify;ES;1;0,000;0,000;0,000
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;This Life;Apple Music;GB;4;0,007;0,006;0,023
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Countdown to Zero;Apple Music;GB;4;0,009;0,008;0,030
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;Spotify;MX;1;0,001;0,001;0,001
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Pennies and Pounds;Spotify;GB;69;0,004;0,003;0,226
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Google Subscription;GB;12;0,008;0,006;0,075
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Lost Along the Way;TIDAL;GB;2;0,017;0,013;0,027
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Never Stop;Spotify;MX;1;0,002;0,002;0,002
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;This Life;Google Subscription;GB;7;0,008;0,006;0,044
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Countdown to Zero;Spotify;BE;2;0,003;0,002;0,005
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;YouTube;US;8;0,000;0,000;0,000
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Price We Pay;Google Subscription;GB;5;0,008;0,006;0,031
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Spotify;ES;2;0,003;0,003;0,005
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;Google Subscription;GB;8;0,008;0,006;0,050
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Pennies and Pounds;Apple Music;GB;6;0,007;0,006;0,034
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;This Life;Spotify;ES;1;0,006;0,005;0,005
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Countdown to Zero;TIDAL;GB;1;0,017;0,013;0,013
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Never Stop;Deezer;GB;2;0,010;0,008;0,016
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Price We Pay;Spotify;ES;1;0,006;0,005;0,005
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Spotify;US;8;0,002;0,002;0,013
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;Spotify;DK;3;0,004;0,003;0,010
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Pennies and Pounds;Google Subscription;GB;11;0,008;0,006;0,069
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;This Life;TIDAL;GB;1;0,017;0,013;0,013
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Lost Along the Way;Google Subscription;GB;5;0,008;0,006;0,031
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Never Stop;Spotify;BE;1;0,003;0,002;0,002
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Price We Pay;TIDAL;GB;1;0,017;0,013;0,013
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;TIDAL;US;1;0,014;0,011;0,011
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;My Eyes Never Sleep;Spotify;GB;42;0,004;0,003;0,139
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Pennies and Pounds;Spotify;ES;2;0,003;0,003;0,005
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Beautiful Haze;Deezer;GB;1;0,010;0,008;0,008
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Lost Along the Way;Spotify;GB;20;0,005;0,004;0,078
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;Never Stop;Spotify;GB;41;0,004;0,003;0,131
CD 09050;4250137290508;Steel City Rhythm;Free Love & Fighting;This Life;Deezer;GB;1;0,010;0,008;0,008
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Deezer;MY;1;0,003;0,002;0,002
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;YouTube;JP;5226;0,000;0,000;1,422
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Spotify;DE;21;0,003;0,002;0,043
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;YouTube;US;33;0,001;0,000;0,014
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Spotify;NL;1;0,003;0,002;0,002
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Apple Music;DE;9;0,006;0,005;0,042
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Spotify;SG;11;0,001;0,000;0,005
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Deezer;FR;1;0,001;0,001;0,001
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;YouTube;GB;5;0,000;0,000;0,000
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Rhapsody / Napster;DE;1;0,008;0,006;0,006
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;YouTube;KR;4;0,003;0,002;0,008
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Spotify;IS;1;0,005;0,004;0,004
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Spotify;SE;1;0,005;0,004;0,004
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;Deezer;DE;1;0,000;0,000;0,000
CD 09234;4250137292342;Phia;Open/Closed;Open/Closed;YouTube;DE;66;0,000;0,000;0,000
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;CH;1;0,004;0,003;0,003
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;PH;1;0,001;0,001;0,001
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;ES;1;0,002;0,002;0,002
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;US;4;0,005;0,004;0,017
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;GB;4;0,004;0,004;0,014
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;8tracks;US;1;0,000;0,000;0,000
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;IT;1;0,003;0,002;0,002
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;AU;1;0,005;0,004;0,004
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;NZ;1;0,005;0,004;0,004
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;CZ;2;0,001;0,001;0,002
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;SE;4;0,005;0,004;0,017
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;FI;1;0,002;0,002;0,002
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;8tracks;CA;1;0,000;0,000;0,000
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;IS;4;0,004;0,003;0,014
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;AR;1;0,002;0,001;0,001
CD 09268;4250137292687;Owls Of The Swamp;Meteorite;Meteorite;Spotify;NL;1;0,003;0,002;0,002
CD 09287;4250137292878;Owls of the Swamp;Start All Over;Start All Over;Spotify;CA;2;0,002;0,001;0,003
CD 09287;4250137292878;Owls of the Swamp;Start All Over;Start All Over;Spotify;US;11;0,005;0,004;0,041
CD 09287;4250137292878;Owls of the Swamp;Start All Over;Start All Over;Spotify;BR;1;0,000;0,000;0,000
CD 09287;4250137292878;Owls of the Swamp;Start All Over;Start All Over;Spotify;CZ;2;0,001;0,001;0,002
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Home;Apple Music;RU;1;0,003;0,002;0,002
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Intervals;Apple Music;RU;1;0,003;0,002;0,002
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Late;Apple Music;RU;1;0,003;0,002;0,002
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Home;Spotify;CH;1;0,007;0,006;0,006
CD 09626;4250137296265;Overdrive Amp Explosion;Intervals;Intervals;Spotify;CH;1;0,007;0,006;0,006
CD 09744;4250137297446;Meike Schrader & Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Hamborg, mien Hoben;Amazon Music Unlimited;DE;3;0,008;0,006;0,018
CD 09744;4250137297446;Meike Schrader & Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Hamborg, mien Hoben;Deezer;DE;1;0,006;0,005;0,005
CD 09744;4250137297446;Meike Schrader & Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Hamborg, mien Hoben;Spotify;DE;3;0,002;0,002;0,006
CD 09744;4250137297446;Meike Schrader;Hamburg, Mien Hoben - Split Single;Hamburg, mein Hafen;Google Play Scan;DE;6;0,000;0,000;0,000
CD 09744;4250137297446;Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Weg vun´t Dörp un nah Hamborg;Deezer;DE;1;0,006;0,005;0,005
CD 09744;4250137297446;Meike Schrader;Hamburg, Mien Hoben - Split Single;Hamburg, mein Hafen;Spotify;DE;1;0,005;0,004;0,004
CD 09744;4250137297446;Meike Schrader & Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Hamborg, mien Hoben;Apple Music;DE;2;0,006;0,005;0,010
CD 09744;4250137297446;Meike Schrader & Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Hamborg, mien Hoben;Google Subscription;DE;1;0,006;0,005;0,005
CD 09744;4250137297446;Meike Schrader;Hamburg, Mien Hoben - Split Single;Hamburg, mein Hafen;Apple Music;DE;8;0,006;0,005;0,039
CD 09744;4250137297446;Wiebke Colmorgen;Hamburg, Mien Hoben - Split Single;Weg vun´t Dörp un nah Hamborg;Apple Music;DE;1;0,006;0,005;0,005
CD 09744;4250137297446;Meike Schrader;Hamburg, Mien Hoben - Split Single;Hamburg, mein Hafen;Google Subscription;DE;1;0,006;0,005;0,005
CD 09782;4250137297828;Outroads;Only The Lonely?;Brother (Live);Apple Music;GB;2;0,012;0,009;0,019
CD 09782;4250137297828;Outroads;Only The Lonely?;The Ballad of Seasonally Adjusted Disorder (S,A,D);Spotify;SE;1;0,005;0,004;0,004
CD 09782;4250137297828;Outroads;Only The Lonely?;Dust;Apple Music;GB;2;0,012;0,009;0,019
CD 09782;4250137297828;Outroads;Only The Lonely?;Sleeping Sun;Apple Music;GB;2;0,012;0,009;0,019
CD 09782;4250137297828;Outroads;Only The Lonely?;Sleeping Sun;Google Subscription;US;1;0,005;0,004;0,004
CD 09782;4250137297828;Outroads;Only The Lonely?;The Ballad of Seasonally Adjusted Disorder (S,A,D);Spotify;ES;1;0,004;0,004;0,004
CD 09782;4250137297828;Outroads;Only The Lonely?;Don´t Wait for the Money;Apple Music;GB;3;0,012;0,009;0,028
CD 09782;4250137297828;Outroads;Only The Lonely?;Interval;Apple Music;GB;1;0,012;0,009;0,009
CD 09782;4250137297828;Outroads;Only The Lonely?;Sleeping Sun;Google Subscription;BR;1;0,004;0,003;0,003
CD 09782;4250137297828;Outroads;Only The Lonely?;Sleeping Sun;Spotify;ES;1;0,004;0,004;0,004
CD 09783;4250137297835;Outroads;Goodbye To All That;Brother;Spotify;ES;2;0,004;0,004;0,007
CD 09783;4250137297835;Outroads;Goodbye To All That;Hold;Spotify;CL;1;0,000;0,000;0,000
CD 09783;4250137297835;Outroads;Goodbye To All That;My Angels;Spotify;GB;6;0,004;0,003;0,020
CD 09783;4250137297835;Outroads;Goodbye To All That;Heads Up;Spotify;ES;1;0,004;0,004;0,004
CD 09783;4250137297835;Outroads;Goodbye To All That;Kate´s Song;Apple Music;GB;1;0,012;0,009;0,009
CD 09783;4250137297835;Outroads;Goodbye To All That;Restless Spirit Blues;Spotify;GB;3;0,006;0,005;0,015
CD 09783;4250137297835;Outroads;Goodbye To All That;Can You Make Me Feel Good?;Apple Music;GB;1;0,012;0,009;0,009
CD 09783;4250137297835;Outroads;Goodbye To All That;Hold;Spotify;GB;2;0,006;0,005;0,010
CD 09783;4250137297835;Outroads;Goodbye To All That;No Accident;Spotify;ES;1;0,004;0,004;0,004
CD 09783;4250137297835;Outroads;Goodbye To All That;Amigo Mio (Bacon);Apple Music;US;1;0,008;0,007;0,007
CD 09783;4250137297835;Outroads;Goodbye To All That;Hellbound on My Trail;Apple Music;GB;1;0,012;0,009;0,009
CD 09783;4250137297835;Outroads;Goodbye To All That;Kate´s Song;Spotify;GB;4;0,006;0,005;0,021
CD 09783;4250137297835;Outroads;Goodbye To All That;Rooms in Space;Spotify;ES;1;0,004;0,004;0,004
CD 09783;4250137297835;Outroads;Goodbye To All That;Can You Make Me Feel Good?;Spotify;GB;4;0,005;0,004;0,017
CD 09783;4250137297835;Outroads;Goodbye To All That;Instrumental;Spotify;GB;3;0,006;0,005;0,015
CD 09783;4250137297835;Outroads;Goodbye To All That;Quiet One at the Back;Apple Music;GB;1;0,012;0,009;0,009
CD 09783;4250137297835;Outroads;Goodbye To All That;Amigo Mio (Bacon);Spotify;GB;3;0,006;0,005;0,015
CD 09783;4250137297835;Outroads;Goodbye To All That;Hellbound on My Trail;Spotify;GB;9;0,004;0,003;0,030
CD 09783;4250137297835;Outroads;Goodbye To All That;My Angels;Apple Music;GB;3;0,011;0,009;0,026
CD 09783;4250137297835;Outroads;Goodbye To All That;Waiting Room;Apple Music;GB;2;0,012;0,009;0,019
CD 09783;4250137297835;Outroads;Goodbye To All That;Goodnight;Spotify;ES;1;0,004;0,004;0,004
CD 09783;4250137297835;Outroads;Goodbye To All That;Just in Case;Apple Music;GB;2;0,012;0,009;0,019
CD 09783;4250137297835;Outroads;Goodbye To All That;Quiet One at the Back;Spotify;GB;4;0,006;0,005;0,021
CD 09783;4250137297835;Outroads;Goodbye To All That;Brother;Google Play Scan;GB;1;0,000;0,000;0,000
