statement national reference no: 925002, date: 31.08.2017, salesperiode: 01.08.2017-31.08.2017

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/domestic net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06270;4250137262703;Steve Allen;Wreck the Place;Ghost in the Crowd;Amazon Music Unlimited;US;1;0,008;0,007;0,007
CD 06270;4250137262703;Steve Allen;Wreck the Place;Orwell´s Dream;Apple Music;US;1;0,006;0,005;0,005
CD 06270;4250137262703;Steve Allen;Wreck the Place;Dead Man;Spotify;AR;1;0,003;0,002;0,002
CD 06270;4250137262703;Steve Allen;Wreck the Place;Mentally Ill;Amazon Music Unlimited;GB;1;0,007;0,006;0,006
CD 06270;4250137262703;Steve Allen;Wreck the Place;Braining Cats and Dogs;Spotify;US;1;0,005;0,004;0,004
CD 06270;4250137262703;Steve Allen;Wreck the Place;I´m Not a Racist, butÃ ;Amazon Music Unlimited;GB;1;0,007;0,006;0,006
CD 06270;4250137262703;Steve Allen;Wreck the Place;Orwell´s Dream;Spotify;GB;1;0,003;0,003;0,003
CD 06270;4250137262703;Steve Allen;Wreck the Place;Dead Man;Spotify;US;1;0,005;0,004;0,004
CD 06270;4250137262703;Steve Allen;Wreck the Place;Mentally Ill;Spotify;AR;1;0,003;0,002;0,002
CD 06270;4250137262703;Steve Allen;Wreck the Place;Dead Grey Sky;Amazon Music Unlimited;US;1;0,008;0,007;0,007
CD 06270;4250137262703;Steve Allen;Wreck the Place;I´m Not a Racist, butÃ ;Spotify;GB;3;0,002;0,002;0,006
CD 06270;4250137262703;Steve Allen;Wreck the Place;Destruction Is a Virtue;Spotify;US;1;0,001;0,001;0,001
CD 06270;4250137262703;Steve Allen;Wreck the Place;Mentally Ill;Spotify;US;1;0,003;0,002;0,002
CD 06270;4250137262703;Steve Allen;Wreck the Place;Dead Grey Sky;Spotify;DE;1;0,004;0,003;0,003
CD 06270;4250137262703;Steve Allen;Wreck the Place;Like an Old Toy;Amazon Music Unlimited;GB;1;0,007;0,006;0,006
CD 06270;4250137262703;Steve Allen;Wreck the Place;Don´t You Dare;Spotify;GB;6;0,001;0,001;0,004
CD 06270;4250137262703;Steve Allen;Wreck the Place;Orwell´s Dream;Amazon Music Unlimited;US;1;0,008;0,007;0,007
CD 06270;4250137262703;Steve Allen;Wreck the Place;Dead Grey Sky;Spotify;GB;3;0,001;0,001;0,002
CD 06270;4250137262703;Steve Allen;Wreck the Place;Like an Old Toy;YouTube;FR;73;0,000;0,000;0,000
CD 06270;4250137262703;Steve Allen;Wreck the Place;Braining Cats and Dogs;Spotify;GB;1;0,001;0,001;0,001
CD 06270;4250137262703;Steve Allen;Wreck the Place;Ghost in the Crowd;Spotify;GB;1;0,006;0,004;0,004
CD 06270;4250137262703;Steve Allen;Wreck the Place;Orwell´s Dream;Spotify;FI;3;0,005;0,004;0,012
CD 06270;4250137262703;Steve Allen;Wreck the Place;Dead Man;Spotify;GB;4;0,001;0,001;0,002
CD 06270;4250137262703;Steve Allen;Wreck the Place;Mentally Ill;Apple Music;US;1;0,008;0,006;0,006
CD 06270;4250137262703;Steve Allen;Wreck the Place;Cannon and Bull;Spotify;GB;2;0,001;0,001;0,001
CD 06270;4250137262703;Steve Allen;Wreck the Place;I´m Not a Racist, butÃ ;Spotify;AR;1;0,003;0,002;0,002
CD 06270;4250137262703;Steve Allen;Wreck the Place;Orwell´s Dream;Spotify;US;1;0,005;0,004;0,004
CD 06270;4250137262703;Steve Allen;Wreck the Place;Destruction Is a Virtue;Spotify;GB;4;0,001;0,001;0,002
CD 06270;4250137262703;Steve Allen;Wreck the Place;Mentally Ill;Spotify;GB;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Google Subscription;US;5;0,005;0,004;0,020
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;AU;3;0,005;0,004;0,012
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;FR;2;0,002;0,002;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;PA;1;0,002;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;FR;1;0,002;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;FR;4;0,002;0,002;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;PE;1;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;ES;4;0,004;0,003;0,013
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;YouTube;PL;2;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Google Subscription;AU;1;0,007;0,005;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Spotify;US;1;0,003;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;TR;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Apple Music;GB;3;0,011;0,009;0,027
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;BE;3;0,005;0,004;0,011
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;CA;1;0,002;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Google Subscription;AU;1;0,007;0,005;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;CA;1;0,002;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Google Subscription;AU;1;0,007;0,005;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;NO;3;0,005;0,004;0,011
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Spotify;US;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;CH;2;0,006;0,005;0,010
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;CH;2;0,006;0,005;0,010
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;MX;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;US;10;0,002;0,002;0,019
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;IE;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;IT;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Apple Music;CA;3;0,006;0,005;0,014
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;GB;10;0,002;0,001;0,014
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Google Subscription;AU;1;0,007;0,005;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Spotify;CA;1;0,002;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Apple Music;US;3;0,006;0,005;0,015
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;YouTube;PL;7;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Google Subscription;AU;1;0,007;0,005;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;CA;1;0,002;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;CL;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;BR;4;0,001;0,001;0,003
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;CL;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;BR;7;0,002;0,001;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;PL;1;0,002;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Spotify;CL;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;DE;3;0,003;0,003;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;FR;2;0,002;0,002;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Apple Music;GB;4;0,011;0,009;0,036
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Apple Music;UA;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;NO;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;US;16;0,003;0,002;0,036
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Apple Music;GB;8;0,011;0,009;0,071
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;IE;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Spotify;CH;2;0,006;0,005;0,010
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Deezer;FR;2;0,006;0,005;0,010
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Apple Music;GB;3;0,011;0,009;0,027
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;CA;1;0,002;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;DE;9;0,002;0,002;0,016
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;DE;10;0,003;0,003;0,026
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;CH;2;0,006;0,005;0,010
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;FI;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;CH;2;0,006;0,005;0,010
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;TR;3;0,001;0,001;0,003
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Spotify;FI;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;FR;1;0,002;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;MX;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Google Subscription;AU;1;0,007;0,005;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Google Subscription;AU;1;0,007;0,005;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;US;9;0,004;0,003;0,030
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Apple Music;GB;5;0,011;0,009;0,045
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Apple Music;TH;2;0,003;0,002;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;IT;1;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Spotify;GB;2;0,003;0,003;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Google Subscription;AU;2;0,007;0,005;0,011
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Google Subscription;AU;1;0,007;0,005;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;DE;3;0,003;0,003;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;FR;2;0,002;0,002;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;FI;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;ES;1;0,004;0,003;0,003
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;MX;2;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;DE;16;0,004;0,003;0,047
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;US;16;0,003;0,002;0,037
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Apple Music;GB;4;0,011;0,009;0,036
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Spotify;MX;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;IE;2;0,005;0,004;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Amazon Prime Music;AT;1;0,003;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;AU;2;0,005;0,004;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;BR;1;0,003;0,003;0,003
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Apple Music;US;1;0,008;0,006;0,006
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;AU;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Deezer;GB;3;0,010;0,008;0,023
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;NL;13;0,003;0,003;0,034
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Spotify;PL;1;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;CA;3;0,002;0,001;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;CA;1;0,002;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;IE;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;SE;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;GB;4;0,003;0,002;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;GB;8;0,004;0,003;0,022
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Apple Music;BE;1;0,012;0,009;0,009
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;FI;3;0,005;0,004;0,012
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Apple Music;GB;4;0,011;0,009;0,036
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Spotify;AU;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Apple Music;GB;4;0,011;0,009;0,036
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;US;8;0,004;0,003;0,027
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Apple Music;UA;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;BR;2;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;CH;2;0,006;0,005;0,010
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;AU;2;0,005;0,004;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;CH;2;0,006;0,005;0,010
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;AU;12;0,004;0,003;0,041
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;PH;2;0,001;0,000;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Spotify;CH;1;0,006;0,005;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;CL;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;DE;3;0,002;0,002;0,006
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;US;2;0,005;0,004;0,007
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Apple Music;GB;5;0,011;0,009;0,045
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;MX;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;MX;3;0,001;0,001;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Apple Music;DE;1;0,008;0,007;0,007
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;ID;6;0,001;0,001;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Spotify;CA;1;0,002;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Deezer;CA;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;YouTube;PT;43;0,000;0,000;0,000
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;AU;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;CH;2;0,006;0,005;0,010
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;CZ;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;CA;1;0,002;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;DE;4;0,003;0,003;0,011
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;CA;18;0,003;0,002;0,040
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;SE;6;0,003;0,003;0,016
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Spotify;DE;4;0,003;0,003;0,011
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;FI;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;IE;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Deezer;FR;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Deezer;RU;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;PL;1;0,002;0,002;0,002
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Apple Music;CZ;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Apple Music;NL;1;0,012;0,009;0,009
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;IS;4;0,005;0,004;0,016
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Spotify;DE;2;0,003;0,002;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Deezer;GB;1;0,010;0,008;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Apple Music;UA;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Grandfather Clock;Spotify;CH;2;0,006;0,005;0,010
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Spotify;FI;3;0,005;0,004;0,012
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;ES;70;0,004;0,003;0,219
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Spotify;DE;7;0,003;0,002;0,016
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Spotify;IT;2;0,005;0,004;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;CL;5;0,001;0,001;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;TW;2;0,002;0,002;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Closer Now;Spotify;GB;1;0,006;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Garden;Spotify;GB;1;0,001;0,001;0,001
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Going Home;Spotify;NO;1;0,005;0,004;0,004
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Restless;Rhapsody / Napster;FR;1;0,007;0,006;0,006
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shapeshifter;Spotify;AU;2;0,005;0,004;0,008
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Shelter;Apple Music;GB;5;0,011;0,009;0,045
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Fall;Google Subscription;AU;1;0,007;0,005;0,005
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Apple Music;US;17;0,007;0,006;0,097
CD 06272;4250137262727;Owls Of The Swamp;Atlas;The Hypnotist;Spotify;MX;7;0,001;0,001;0,007
CD 06272;4250137262727;Owls Of The Swamp;Atlas;Water Song;Spotify;MX;1;0,001;0,001;0,001
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Invite to Eternity;Apple Music;GB;2;0,007;0,006;0,012
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Minderbinder;Google Subscription;US;1;0,005;0,004;0,004
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Organism;Spotify;GB;6;0,004;0,004;0,021
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Ride off into the Sunset and Disappear;Spotify;DK;1;0,006;0,005;0,005
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Before I Die;Spotify;US;8;0,003;0,003;0,021
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Cola in Mongolia;YouTube;DE;1;0,010;0,008;0,008
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Leyla´s Find;Rhapsody / Napster;DE;1;0,007;0,006;0,006
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Minderbinder;Spotify;US;9;0,003;0,002;0,020
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Patch of Blue;Spotify;GB;11;0,005;0,004;0,040
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Shingle;Spotify;US;9;0,002;0,002;0,017
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Invite to Eternity;Rhapsody / Napster;DE;2;0,007;0,006;0,012
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Minderbinder;Spotify;AU;1;0,005;0,004;0,004
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Organism;YouTube;DE;2;0,011;0,009;0,018
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Ride off into the Sunset and Disappear;Spotify;US;7;0,002;0,002;0,011
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Cola in Mongolia;Apple Music;GB;1;0,011;0,009;0,009
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Hazyland;Spotify;DE;9;0,004;0,003;0,027
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Leyla´s Find;Spotify;DK;2;0,006;0,005;0,009
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep; ;YouTube;DE;15;0,006;0,005;0,070
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Patch of Blue;YouTube;SE;2;0,000;0,000;0,000
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Before I Die;Deezer;DE;1;0,006;0,005;0,005
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Invite to Eternity;Spotify;DK;1;0,006;0,005;0,005
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Minderbinder;Spotify;DK;1;0,006;0,005;0,005
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Patch of Blue;Apple Music;GB;1;0,011;0,009;0,009
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Shingle;Deezer;DE;1;0,006;0,005;0,005
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Cola in Mongolia;Rhapsody / Napster;DE;1;0,007;0,006;0,006
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Hazyland;Spotify;GB;5;0,004;0,003;0,017
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Leyla´s Find;Spotify;US;7;0,003;0,002;0,014
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Organism;Deezer;DE;1;0,006;0,005;0,005
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Ride off into the Sunset and Disappear;Deezer;DE;1;0,006;0,005;0,005
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Before I Die;Spotify;DE;8;0,003;0,003;0,021
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Invite to Eternity;Spotify;US;6;0,002;0,002;0,011
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Minderbinder;Spotify;MX;2;0,001;0,000;0,001
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Patch of Blue;Rhapsody / Napster;DE;3;0,007;0,006;0,018
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Shingle;Spotify;DE;10;0,004;0,003;0,030
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Cola in Mongolia;Spotify;DK;1;0,006;0,005;0,005
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Hazyland;YouTube;GB;3;0,000;0,000;0,001
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Minderbinder;Deezer;DE;1;0,006;0,005;0,005
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Organism;Spotify;DK;1;0,006;0,005;0,005
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Ride off into the Sunset and Disappear;Spotify;DE;8;0,004;0,003;0,024
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Before I Die;Spotify;GB;24;0,005;0,004;0,094
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Cola in Mongolia;Spotify;US;5;0,002;0,002;0,010
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Leyla´s Find;Deezer;DE;2;0,006;0,005;0,010
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Minderbinder;Spotify;SG;1;0,004;0,003;0,003
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Patch of Blue;Spotify;DK;1;0,006;0,005;0,005
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Shingle;Spotify;GB;7;0,005;0,004;0,026
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Invite to Eternity;Deezer;DE;1;0,006;0,005;0,005
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Minderbinder;Rhapsody / Napster;DE;1;0,007;0,006;0,006
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Organism;Spotify;US;8;0,003;0,002;0,018
CD 06275;4250137262758;Frogbelly and Symphony;Blue Bright Ow Sleep;Ride off into the Sunset and Disappear;Spotify;GB;6;0,004;0,003;0,019
