statement national reference no: 925002, date: 31.08.2017, salesperiode: 01.08.2017-31.08.2017

article no;artist / title;stock begin / end;arrivals dispatch;domestic qty/dealer/net(aver.);amount domestic;export qty;returns domestic qty/dealer/domestic net(aver.);amount returns domestic;f.o.c dom.;total amount
CD 06252;4250137262529;Torben Stock;Melodica Compilation #1 ;When Will It Be;TIDAL;DE;1;0,010;0,008;0,008
CD 06252;4250137262529;Astrids Farm;Melodica Compilation #1 ;Full Metal Jacket;TIDAL;DE;1;0,010;0,008;0,008
CD 06252;4250137262529;My Sister Grenadine;Melodica Compilation #1 ;Season Song;TIDAL;DE;1;0,010;0,008;0,008
CD 06252;4250137262529;Svavar Knutur;Melodica Compilation #1 ;Yfir Hola Og Yfir Haedir;Apple Music;AT;3;0,002;0,001;0,004
CD 06252;4250137262529;Ivar;Melodica Compilation #1 ;August;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Owls Of The Swamp;Melodica Compilation #1 ;Heart Of The Mountain;TIDAL;DE;1;0,010;0,008;0,008
CD 06252;4250137262529;Various Artists;Melodica Compilation #1 ;The Question;Apple Music;CA;1;0,005;0,004;0,004
CD 06252;4250137262529;Athebustop;Melodica Compilation #1 ;How Does It Feel;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Myrra Ros;Melodica Compilation #1 ;Morse Codes;Apple Music;AT;4;0,002;0,001;0,006
CD 06252;4250137262529;Svavar Knutur;Melodica Compilation #1 ;Yfir Hola Og Yfir Haedir;Google Subscription;CZ;1;0,005;0,004;0,004
CD 06252;4250137262529;Kid Decker;Melodica Compilation #1 ;Too Late;Apple Music;AT;3;0,002;0,001;0,004
CD 06252;4250137262529;Reaganesk;Melodica Compilation #1 ;If Need Be;Deezer;DE;1;0,005;0,004;0,004
CD 06252;4250137262529;Various Artists;Melodica Compilation #1 ;The Question;Apple Music;US;9;0,006;0,004;0,040
CD 06253;4250137262536;Dear John Letter;Part And Fragment;Silent Sirens;Spotify;ID;2;0,000;0,000;0,000
CD 06253;4250137262536;Dear John Letter;Part And Fragment;The Looking Glass;Deezer;DE;2;0,007;0,005;0,011
CD 06253;4250137262536;Dear John Letter;Part And Fragment;Kandi;Apple Music;US;1;0,002;0,002;0,002
CD 06253;4250137262536;Dear John Letter;Part And Fragment;You Remain Unshakeably Calm;Deezer;DE;2;0,007;0,005;0,011
CD 06253;4250137262536;Dear John Letter;Part And Fragment;Of Grandeur;Google Subscription;RU;1;0,003;0,002;0,002
CD 06253;4250137262536;Dear John Letter;Part And Fragment;Silent Sirens;Google Subscription;RU;1;0,003;0,002;0,002
CD 06253;4250137262536;Dear John Letter;Part And Fragment;The Looking Glass;Apple Music;DE;1;0,002;0,001;0,001
CD 06253;4250137262536;Dear John Letter;Part And Fragment;The Looking Glass;Google Subscription;RU;1;0,003;0,002;0,002
CD 06253;4250137262536;Dear John Letter;Part And Fragment;Of Grandeur;Deezer;DE;1;0,005;0,004;0,004
CD 06253;4250137262536;Dear John Letter;Part And Fragment;You Remain Unshakeably Calm;Google Subscription;RU;1;0,003;0,002;0,002
CD 06253;4250137262536;Dear John Letter;Part And Fragment;Silent Sirens;Deezer;DE;1;0,008;0,006;0,006
CD 06254;4250137262543;Kid Decker;Your Kind;The Munchkins;Apple Music;DE;1;0,008;0,007;0,007
CD 06254;4250137262543;Kid Decker;Your Kind;Dead Man´s Walk;Google Subscription;DE;1;0,006;0,005;0,005
CD 06254;4250137262543;Kid Decker;Your Kind;Look About Ready;Apple Music;DE;1;0,008;0,007;0,007
CD 06254;4250137262543;Kid Decker;Your Kind;Here We Are;Google Subscription;GB;1;0,008;0,006;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Apple Music;US;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Mirrorball;Deezer;DE;1;0,001;0,001;0,001
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snail´s Shell;Amazon Music Unlimited;DE;1;0,007;0,006;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Stones;Google Play Scan;FR;1;0,000;0,000;0,000
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Lions;Apple Music;RU;1;0,003;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Paintbox;Deezer;DE;1;0,001;0,001;0,001
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snakes;Google Play Scan;FR;1;0,000;0,000;0,000
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Google Play Scan;FR;1;0,000;0,000;0,000
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;On The Sun;Apple Music;DE;5;0,005;0,004;0,021
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snail´s Shell;Apple Music;US;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Your Favourite Spaceship;Amazon Music Unlimited;DE;1;0,007;0,006;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Chestnuts;Apple Music;DE;3;0,004;0,003;0,010
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Lions;Deezer;FR;1;0,001;0,001;0,001
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Seaman-Like;Apple Music;DE;3;0,004;0,003;0,010
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Stones;Amazon Music Unlimited;DE;1;0,007;0,006;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Grape-Shaped Dream;Amazon Music Unlimited;DE;1;0,007;0,006;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;On The Sun;Google Play Scan;FR;1;0,000;0,000;0,000
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snail´s Shell;Google Subscription;DE;5;0,006;0,005;0,024
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Your Favourite Spaceship;Apple Music;US;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Chestnuts;Deezer;DE;1;0,001;0,001;0,001
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Mirrorball;Amazon Music Unlimited;DE;1;0,007;0,006;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Seaman-Like;Deezer;DE;3;0,006;0,005;0,015
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Stones;Apple Music;RU;1;0,003;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Grape-Shaped Dream;Apple Music;US;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Paintbox;Amazon Music Unlimited;DE;1;0,007;0,006;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snakes;Apple Music;DE;3;0,004;0,003;0,010
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Your Favourite Spaceship;Google Subscription;DE;2;0,006;0,005;0,009
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Apple Music;DE;15;0,004;0,004;0,054
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Mirrorball;Apple Music;US;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Seaman-Like;YouTube;DE;15;0,003;0,002;0,030
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Stones;Deezer;FR;1;0,001;0,001;0,001
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Lions;Apple Music;DE;13;0,005;0,004;0,048
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Paintbox;Apple Music;US;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snakes;Apple Music;US;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Deezer;DE;2;0,004;0,003;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;On The Sun;Amazon Music Unlimited;DE;1;0,007;0,006;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snail´s Shell;Apple Music;DE;12;0,004;0,004;0,043
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Stones;Google Subscription;DE;4;0,006;0,005;0,019
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Chestnuts;Amazon Music Unlimited;DE;1;0,007;0,006;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Lions;Apple Music;US;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Seaman-Like;Amazon Music Unlimited;DE;1;0,007;0,006;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snakes;Google Subscription;DE;4;0,006;0,005;0,019
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Google Subscription;DE;4;0,006;0,005;0,019
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;On The Sun;Apple Music;US;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snail´s Shell;Google Play Scan;FR;1;0,000;0,000;0,000
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Your Favourite Spaceship;Apple Music;DE;9;0,004;0,003;0,030
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Chestnuts;Apple Music;US;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Lions;Google Subscription;DE;18;0,006;0,005;0,085
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Seaman-Like;Apple Music;US;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Stones;Apple Music;DE;11;0,005;0,004;0,040
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Grape-Shaped Dream;Apple Music;DE;7;0,004;0,003;0,022
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;On The Sun;Google Subscription;DE;4;0,006;0,005;0,019
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snakes;Amazon Music Unlimited;DE;1;0,007;0,006;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Your Favourite Spaceship;Deezer;DE;2;0,005;0,004;0,008
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Easy In The Morning Sun;Amazon Music Unlimited;DE;1;0,007;0,006;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Mirrorball;Apple Music;DE;3;0,004;0,003;0,010
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Seaman-Like;Deezer;PH;1;0,001;0,001;0,001
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Stones;Apple Music;US;1;0,002;0,002;0,002
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Lions;Amazon Music Unlimited;DE;1;0,007;0,006;0,006
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Paintbox;Apple Music;DE;9;0,004;0,003;0,030
CD 06255;4250137262550;Binoculers;Every Seaman s Got A Favourite Spaceship;Snakes;Apple Music;RU;1;0,003;0,002;0,002
CD 06257;4250137262574;Torben Stock;Rocket;Kiss Me Good Night;Spotify;CH;1;0,003;0,003;0,003
CD 06257;4250137262574;Torben Stock;Rocket;Sad Movie Song;Spotify;US;1;0,005;0,004;0,004
CD 06257;4250137262574;Torben Stock;Rocket;Angels´s Song;Spotify;US;1;0,005;0,004;0,004
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Google Subscription;GB;1;0,008;0,006;0,006
CD 06257;4250137262574;Torben Stock;Rocket;Kiss Me Good Night;Spotify;FR;1;0,004;0,003;0,003
CD 06257;4250137262574;Torben Stock;Rocket;Tonight;Spotify;DE;1;0,002;0,002;0,002
CD 06257;4250137262574;Torben Stock;Rocket;Cold Breeze;Spotify;DE;1;0,002;0,002;0,002
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Spotify;TW;2;0,002;0,002;0,004
CD 06257;4250137262574;Torben Stock;Rocket;Truth;Spotify;DE;1;0,004;0,003;0,003
CD 06257;4250137262574;Torben Stock;Rocket;Kiss Me Good Night;Spotify;US;2;0,002;0,001;0,003
CD 06257;4250137262574;Torben Stock;Rocket;Conamara Instr,;Amazon Music Unlimited;US;1;0,012;0,009;0,009
CD 06257;4250137262574;Torben Stock;Rocket;Sad Movie Song;Apple Music;DE;2;0,006;0,005;0,010
CD 06257;4250137262574;Torben Stock;Rocket;Wolkenstein;Spotify;DE;1;0,002;0,002;0,002
CD 06257;4250137262574;Torben Stock;Rocket;Real Lights / Great Souls;Apple Music;DE;2;0,006;0,005;0,010
CD 06257;4250137262574;Torben Stock;Rocket;Kiss Me Good Night;Apple Music;DE;2;0,006;0,005;0,010
CD 06257;4250137262574;Torben Stock;Rocket;Sad Movie Song;Spotify;IT;1;0,000;0,000;0,000
CD 06257;4250137262574;Torben Stock;Rocket;Angels´s Song;Spotify;DE;1;0,001;0,001;0,001
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Google Subscription;FR;1;0,007;0,005;0,005
CD 06257;4250137262574;Torben Stock;Rocket;Kiss Me Good Night;Spotify;DE;1;0,002;0,002;0,002
CD 06257;4250137262574;Torben Stock;Rocket;Tonight;Apple Music;DE;2;0,006;0,005;0,010
CD 06257;4250137262574;Torben Stock;Rocket;Cold Breeze;Apple Music;DE;1;0,006;0,005;0,005
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Spotify;DE;1;0,001;0,001;0,001
CD 06257;4250137262574;Torben Stock;Rocket;Kiss Me Good Night;Spotify;SE;1;0,005;0,004;0,004
CD 06257;4250137262574;Torben Stock;Rocket;Truth;Apple Music;DE;1;0,006;0,005;0,005
CD 06257;4250137262574;Torben Stock;Rocket;Cold Breeze;Spotify;IS;1;0,005;0,004;0,004
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Spotify;US;4;0,005;0,004;0,015
CD 06257;4250137262574;Torben Stock;Rocket;Wolkenstein;Apple Music;DE;2;0,006;0,005;0,010
CD 06257;4250137262574;Torben Stock;Rocket;Real Lights / Great Souls;Amazon Music Unlimited;GB;1;0,009;0,007;0,007
CD 06257;4250137262574;Torben Stock;Rocket;Conamara Instr,;Apple Music;DE;1;0,006;0,005;0,005
CD 06257;4250137262574;Torben Stock;Rocket;Sad Movie Song;Spotify;AU;1;0,002;0,001;0,001
CD 06257;4250137262574;Torben Stock;Rocket;Angels´s Song;Apple Music;DE;3;0,006;0,005;0,014
CD 06257;4250137262574;Torben Stock;Rocket;Rocket;Apple Music;DE;2;0,006;0,005;0,010
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Riot;Spotify;CH;4;0,002;0,001;0,005
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;At The Corner;Spotify;CH;4;0,003;0,002;0,009
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Siegfried;Spotify;CH;2;0,000;0,000;0,000
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Interlude;Google Play Scan;CH;1;0,000;0,000;0,000
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Stzar;Spotify;IT;1;0,000;0,000;0,000
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Lowlight;Spotify;CH;10;0,003;0,003;0,026
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;U;Spotify;CH;4;0,002;0,001;0,005
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Riot;Deezer;CH;1;0,010;0,008;0,008
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;At The Corner;Spotify;AU;1;0,005;0,004;0,004
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Riot;YouTube;CH;18;0,000;0,000;0,000
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Autumn;Spotify;CH;2;0,000;0,000;0,000
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Stzar;Spotify;CH;6;0,003;0,002;0,014
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Interlude;Spotify;CH;3;0,002;0,002;0,005
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;U;Deezer;CH;1;0,010;0,008;0,008
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Riot;Deezer;CA;1;0,005;0,004;0,004
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;At The Corner;Deezer;CA;1;0,005;0,004;0,004
CD 06258;4250137262581;Overdrive Amp Explosion;Blanks;Unlink;Spotify;CH;6;0,003;0,002;0,014
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;US;3;0,004;0,003;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;CZ;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;DE;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;FI;9;0,003;0,002;0,022
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Apple Music;DE;2;0,008;0,007;0,014
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Apple Music;GB;1;0,011;0,009;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;DE;7;0,003;0,002;0,017
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;US;33;0,003;0,002;0,082
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;DE;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Google Subscription;AU;1;0,007;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Google Subscription;GB;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;DE;2;0,003;0,002;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;BE;3;0,004;0,004;0,011
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;US;30;0,003;0,002;0,072
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;MX;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;AT;2;0,005;0,004;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;MY;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;FR;2;0,002;0,002;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Google Subscription;GB;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;FR;3;0,003;0,002;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;IE;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;IE;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Google Subscription;GB;3;0,008;0,006;0,018
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Deezer;CA;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;ES;21;0,003;0,002;0,048
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Amazon cloud introductory;US;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;DE;3;0,001;0,001;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;DE;3;0,002;0,002;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;US;5;0,004;0,003;0,016
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;CA;9;0,003;0,003;0,023
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Google Subscription;GB;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;PH;3;0,001;0,000;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;BE;4;0,004;0,004;0,014
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;NZ;1;0,004;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;US;4;0,005;0,004;0,015
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;DE;2;0,003;0,002;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;US;3;0,004;0,003;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Amazon cloud introductory;GB;1;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;NO;2;0,004;0,003;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;CZ;8;0,000;0,000;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Deezer;FR;1;0,006;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;FR;5;0,003;0,002;0,011
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Google Subscription;GB;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;FR;2;0,003;0,003;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Spotify;NL;1;0,004;0,003;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Google Subscription;AU;1;0,007;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;DE;10;0,004;0,003;0,029
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Spotify;DE;3;0,002;0,002;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;SE;2;0,005;0,004;0,007
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;CA;11;0,003;0,002;0,027
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;PT;4;0,004;0,003;0,013
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Google Subscription;GB;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Spotify;GB;2;0,006;0,004;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Google Subscription;AU;1;0,007;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Google Subscription;GB;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;PL;2;0,002;0,002;0,003
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;ES;15;0,002;0,001;0,021
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Google Subscription;AU;1;0,007;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;IS;2;0,004;0,003;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;CA;3;0,003;0,003;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Spotify;SE;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Google Subscription;GB;1;0,008;0,006;0,006
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Praying Mantis;Spotify;CZ;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;ES;7;0,003;0,002;0,015
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Skywaters;Spotify;IE;1;0,005;0,004;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;US;4;0,005;0,004;0,015
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;CL;4;0,001;0,001;0,002
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;TR;5;0,001;0,001;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Walking Song;Spotify;CZ;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;43;Apple Music;GB;1;0,011;0,009;0,009
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Go With River;Google Subscription;AU;1;0,007;0,005;0,005
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Long May You Run;Spotify;CZ;1;0,001;0,001;0,001
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;AU;7;0,004;0,003;0,024
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Pyramid;Spotify;TR;4;0,001;0,001;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;So Far Away;Spotify;FR;3;0,003;0,003;0,008
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;AR;3;0,000;0,000;0,000
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Stones and Bones;Spotify;MX;4;0,001;0,001;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Tricks And Turns;Spotify;DE;2;0,003;0,002;0,004
CD 06261;4250137262611;Owls Of The Swamp;Go With River;By The Riverside;Google Subscription;AU;2;0,007;0,005;0,011
CD 06261;4250137262611;Owls Of The Swamp;Go With River;Here Comes The Wind;Spotify;DE;2;0,003;0,002;0,004
